0,92,67
1,85,73
2,85,73
3,85,73
4,85,73
5,85,73
6,85,73
7,85,73
8,85,73
9,85,72
10,85,72
11,85,72
12,86,71
13,86,70
14,86,70
15,86,69
16,87,69
17,87,68
18,87,68
19,88,68
20,88,67
21,89,67
22,89,66
23,90,66
24,90,65
25,91,65
26,91,64
27,91,64
28,92,64
29,92,64
30,92,63
31,93,63
32,93,63
33,93,63
34,93,63
35,93,63
36,93,63
37,93,63
38,92,64
39,92,64
40,91,64
41,90,65
42,88,66
43,86,66
44,84,67
45,82,68
46,79,69
47,76,70
48,74,71
49,71,72
50,69,73
51,67,74
52,65,75
53,63,76
54,62,76
55,61,76
56,61,76
57,62,75
58,63,75
59,64,76
60,65,76
61,66,76
62,66,76
63,67,75
64,67,75
65,67,75
66,67,75
67,67,75
68,67,75
69,67,75
70,67,75
71,68,74
72,68,73
73,68,73
74,69,72
75,69,71
76,70,70
77,71,69
78,72,68
79,73,67
80,75,66
81,77,66
82,79,65
83,81,65
84,83,64
85,85,64
86,88,64
87,90,63
88,93,63
89,95,63
90,97,63
91,98,62
92,100,62
93,101,62
94,101,62
95,102,61
96,102,61
97,101,62
98,100,62
99,99,63
100,98,63
101,96,64
102,94,64
103,91,65
104,89,65
105,87,65
106,84,66
107,83,66
108,81,66
109,80,65
110,79,65
111,78,65
112,77,64
113,76,64
114,76,64
115,76,64
116,75,63
117,75,63
118,75,63
119,75,63
120,75,64
121,75,64
122,75,64
123,75,64
124,75,64
125,75,64
126,75,64
127,75,64
128,75,64
129,75,63
130,75,63
131,75,63
132,75,63
133,74,63
134,75,63
135,75,63
136,75,63
137,76,63
138,76,63
139,77,63
140,78,63
141,78,63
142,79,62
143,79,62
144,80,62
145,80,62
146,80,62
147,81,62
148,81,62
149,81,62
150,81,62
151,81,62
152,81,62
153,81,62
154,81,62
155,81,62
156,81,62
157,81,62
158,81,62
159,81,62
160,81,62
161,81,63
162,81,63
163,81,64
164,81,64
165,81,64
166,81,64
167,81,64
168,82,65
169,82,65
170,82,65
171,82,66
172,82,67
173,82,67
174,83,68
175,83,68
176,83,68
177,83,68
178,83,68
179,84,68
180,84,67
181,84,67
182,85,67
183,85,67
184,86,67
185,87,68
186,87,68
187,88,69
188,90,70
189,91,71
190,94,72
191,95,73
192,96,74
193,98,75
194,99,76
195,101,77
196,102,78
197,104,79
198,106,80
199,107,81
200,108,82
201,110,82
202,111,82
203,112,82
204,113,81
205,114,80
206,115,78
207,115,76
208,114,74
209,113,73
210,110,71
211,106,69
212,102,68
213,98,67
214,94,66
215,89,66
216,85,65
217,81,65
218,78,64
219,75,64
220,72,64
221,70,64
222,68,65
223,67,65
224,66,65
225,65,66
226,65,66
227,66,66
228,67,67
229,68,68
230,70,69
231,73,70
232,75,70
233,78,71
234,80,71
235,82,72
236,84,72
237,86,72
238,87,72
239,89,72
240,90,72
241,91,72
242,91,72
243,92,72
244,92,72
245,92,72
246,92,71
247,92,71
248,91,70
249,90,70
250,89,70
251,88,70
252,88,69
253,87,69
254,86,69
255,85,69
256,84,68
